Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Function,"CIntelPowerGadgetLib::CIntelPowerGadgetLib",,,,2,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51,2,49,20,24,0,0,0,24,3,23,25,1,0,24,3,3,3,3,2,,,,,2,,1,2,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetBaseFrequency",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetIAFrequency",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetLastError",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetMaxTemperature",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetMsrFunc",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetMsrName",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetNumMsrs",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetNumNodes",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetPowerData",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetRDTSC",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetSysTime",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetTDP",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetTemperature",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::GetTimeInterval",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::IntelEnergyLibInitialize",,,,2,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,2,12,2,7,0,0,0,3,3,5,7,1,0,6,3,3,3,3,2,,,,,2,,1,2,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::ReadSample",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,7,2,4,0,0,0,3,2,3,4,1,0,3,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::StartLog",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::StopLog",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CIntelPowerGadgetLib::~CIntelPowerGadgetLib",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"CMeasurePageLoadTimeBHO::ErrorExit",,,,3,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,3,15,1,8,2,0,0,6,4,6,8,0,0,8,3,3,5,1,0,,,,,0,,1,0,,0.13,,,,
Public Function,"CMeasurePageLoadTimeBHO::OnDocumentComplete",,,,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,7,1,2,2,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.29,,,,
Public Function,"CMeasurePageLoadTimeBHO::ProcessPageTimeRequests",,,,34,114,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,185,34,114,27,78,40,0,0,32,7264,61,77,19,0,58,18,18,19,9,8,,,,,8,,5,7,,0.35,,,,
Public Function,"CMeasurePageLoadTimeBHO::SetSite",,,,5,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,44,5,29,3,16,10,0,0,14,5,11,15,2,0,13,5,5,5,1,1,,,,,0,,3,0,,0.34,,,,
Class,"CMeasurePageLoadTimeModule",0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,6,0,0,0,0,6,6,0,0,0,0,1,,6,0,6,3,0,0,0,0,,,,2,2,0,0,,,,,,0,0,0,0,,1,,,0,0.00,0,0,0,0
Class,"CallbackData",0,6,0,1,12,0,1,1,1,1,6,0,6,0,0,0,0,,0,0,,,,,1,3,0,0,3,1,1,0,0,0,0,1,,13,1,12,5,4,0,0,0,,,,8,4,0,4,,,,,,1,1,1,1,,0,,,0,0.00,1,1,1,1
Public Function,"CallbackData::CallbackData",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,6,1,4,0,0,0,6,1,4,4,0,0,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"CheckAndRunCallback",,,,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,2,9,1,6,1,0,0,7,2,5,6,0,0,6,2,2,2,1,0,,,,,0,,1,0,,0.11,,,,
Class,"CheckDispatchVisitor",0,5,0,4,29,0,2,2,2,1,5,0,5,0,2,2,1,,0,0,,,,,5,2,2,0,0,5,5,0,0,0,0,4,,33,4,29,11,13,0,0,0,,,,19,7,1,11,,,,,,4,4,5,4,,1,,,30,0.00,9,9,10,7
Public Function,"CheckDispatchVisitor::CheckDispatchVisitor",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,0,0,0,3,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CheckDispatchVisitor::VisitMemberExpr",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,2,4,0,0,0,5,3,2,4,0,0,4,3,3,3,1,0,,,,,0,,2,0,,0.00,,,,
Public Function,"CheckDispatchVisitor::VisitUnresolvedMemberExpr",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,13,3,8,0,0,0,5,4,3,8,1,1,6,4,4,5,4,4,,,,,4,,3,4,,0.00,,,,
Public Function,"CheckDispatchVisitor::dispatched_to_receiver",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"CheckFieldsVisitor",0,11,0,15,96,4,3,3,5,2,12,0,11,0,1,10,0,,0,0,,,,,7,5,5,0,0,7,23,0,0,1,0,6,,115,15,96,24,57,4,0,0,,,,61,14,0,47,,,,,,9,9,19,8,,1,,,51,0.04,23,23,39,20
Public Function,"CheckFieldsVisitor::AtCollection",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,0,0,5,2,1,2,0,0,2,2,2,4,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"CheckFieldsVisitor::AtMember",,,,0,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,11,1,8,1,0,0,7,4,5,8,0,0,8,4,4,4,4,4,,,,,4,,2,4,,0.09,,,,
Public Function,"CheckFieldsVisitor::AtValue",,,,5,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,43,5,35,1,27,3,0,0,15,9,12,20,0,0,20,9,9,19,8,8,,,,,8,,2,8,,0.09,,,,
Public Function,"CheckFieldsVisitor::CheckFieldsVisitor",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,0,0,0,4,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CheckFieldsVisitor::ContainsInvalidFields",,,,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,0,15,1,12,0,0,0,17,2,8,9,0,0,9,2,2,5,1,0,,,,,0,,1,0,,0.00,,,,
Private Function,"CheckFieldsVisitor::InvalidSmartPtr",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,9,1,7,0,0,0,5,4,4,7,0,0,7,4,4,5,4,3,,,,,3,,1,3,,0.00,,,,
Public Function,"CheckFieldsVisitor::invalid_fields",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"CheckFinalizerVisitor",0,6,0,12,64,4,2,2,2,1,7,0,6,0,2,8,1,,0,0,,,,,8,3,3,0,0,8,8,0,0,0,0,6,,80,12,64,23,33,4,0,0,,,,50,21,0,29,,,,,,5,5,6,4,,1,,,70,0.06,13,12,14,9
Public Function,"CheckFinalizerVisitor::CheckFinalizerVisitor",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,0,0,0,3,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CheckFinalizerVisitor::MightBeCollected",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,2,0,0,0,5,1,3,3,1,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Class,"CheckFinalizerVisitor::MightBeCollectedVisitor",0,2,0,1,15,0,1,1,1,1,2,0,2,0,1,2,0,,0,0,,,,,4,1,1,0,0,4,4,0,0,0,0,4,,16,1,15,6,6,0,0,0,,,,10,5,0,5,,,,,,2,2,2,1,,1,,,0,0.00,5,5,5,4
Public Function,"CheckFinalizerVisitor::MightBeCollectedVisitor::MightBeCollectedVisitor",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CheckFinalizerVisitor::MightBeCollectedVisitor::VisitCollection",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,1,4,0,0,0,4,2,2,3,0,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"CheckFinalizerVisitor::MightBeCollectedVisitor::VisitMember",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CheckFinalizerVisitor::MightBeCollectedVisitor::might_be_collected",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CheckFinalizerVisitor::VisitMemberExpr",,,,3,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,3,14,3,12,0,0,0,11,5,8,12,2,0,10,5,5,6,4,3,,,,,3,,1,3,,0.00,,,,
Public Function,"CheckFinalizerVisitor::WalkUpFromCXXOperatorCallExpr",,,,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,9,1,6,1,0,0,3,2,2,5,0,0,5,3,2,3,1,0,,,,,0,,1,0,,0.11,,,,
Public Function,"CheckFinalizerVisitor::WalkUpFromCallExpr",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,8,3,6,0,0,0,5,2,7,8,2,0,6,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"CheckFinalizerVisitor::finalized_fields",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"CheckGCRootsVisitor",0,5,0,9,44,3,2,2,2,1,6,0,5,0,1,7,0,,0,0,,,,,6,3,0,3,0,6,22,0,0,0,0,6,,56,9,44,13,23,3,0,0,,,,35,12,0,23,,,,,,5,5,5,5,,1,,,55,0.07,12,12,12,10
Public Function,"CheckGCRootsVisitor::AtCollection",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,0,0,2,2,1,2,0,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"CheckGCRootsVisitor::CheckGCRootsVisitor",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CheckGCRootsVisitor::ContainsGCRoots",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,0,10,1,7,0,0,0,10,2,6,7,0,0,7,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Function,"CheckGCRootsVisitor::VisitPersistent",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CheckGCRootsVisitor::VisitValue",,,,2,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,2,15,1,12,3,0,0,12,5,8,12,0,0,12,5,5,5,5,5,,,,,5,,2,5,,0.20,,,,
Public Function,"CheckGCRootsVisitor::gc_roots",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"CheckLibrary",,,,6,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,44,6,38,10,24,0,0,0,6,64,17,25,6,2,17,9,9,9,1,0,,,,,0,,3,0,,0.00,,,,
Function,"CheckLibraryCantLoad",,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,1,6,2,3,0,0,0,2,2,2,3,1,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Class,"CheckTraceVisitor",2,14,3,52,256,62,4,4,5,3,20,2,14,3,2,7,1,,0,0,,,,,18,4,4,0,0,18,18,1,0,12,0,4,,370,52,256,76,170,62,0,0,,,,201,54,5,142,,,,,,20,20,22,17,,1,,,79,0.24,79,79,90,53
Private Function,"CheckTraceVisitor::CheckCXXDependentScopeMemberExpr",,,,5,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,47,5,38,6,26,4,0,0,22,67,15,27,4,1,22,13,13,18,6,5,,,,,5,,5,5,,0.11,,,,
Private Function,"CheckTraceVisitor::CheckRegisterWeakMembers",,,,1,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,22,1,20,7,13,1,0,0,12,6,6,11,3,0,8,6,6,7,1,1,,,,,0,,4,0,,0.05,,,,
Private Function,"CheckTraceVisitor::CheckTraceBaseCall",,,,16,60,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,109,16,60,18,47,33,0,0,23,69,28,53,11,3,39,20,20,22,17,26,,,,,26,,5,26,,0.55,,,,
Private Function,"CheckTraceVisitor::CheckTraceFieldCall",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,1,3,0,0,0,5,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"CheckTraceVisitor::CheckTraceFieldCall",,,,2,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,2,9,2,6,0,0,0,7,3,5,7,1,0,6,3,3,4,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"CheckTraceVisitor::CheckTraceVisitor",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,6,5,0,0,0,0,5,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"CheckTraceVisitor::CheckTraceVisitor",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,2,0,0,0,0,4,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Class,"CheckTraceVisitor::FindFieldVisitor",0,2,0,0,17,0,1,1,1,1,2,0,2,0,2,0,1,,0,0,,,,,5,2,2,0,0,5,5,2,0,0,0,4,,17,0,17,8,7,0,0,0,,,,13,6,0,7,,,,,,2,2,2,1,,1,,,40,0.00,5,5,5,4
Public Function,"CheckTraceVisitor::FindFieldVisitor::FindFieldVisitor",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CheckTraceVisitor::FindFieldVisitor::TraverseMemberExpr",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,2,5,0,0,0,4,2,4,5,0,0,5,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"CheckTraceVisitor::FindFieldVisitor::field",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"CheckTraceVisitor::FindFieldVisitor::member",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"CheckTraceVisitor::FoundField",,,,0,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,0,17,2,12,3,0,0,9,5,7,11,1,0,10,5,5,5,4,3,,,,,3,,3,3,,0.18,,,,
Private Function,"CheckTraceVisitor::GetDependentTemplatedDecl",,,,2,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,2,9,3,7,0,0,0,4,3,5,7,2,0,5,3,3,3,3,2,,,,,2,,1,2,,0.00,,,,
Private Function,"CheckTraceVisitor::IsTraceCallName",,,,0,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,0,7,1,5,4,0,0,2,3,3,5,0,0,5,3,3,3,3,2,,,,,2,,1,2,,0.57,,,,
Private Function,"CheckTraceVisitor::IsWeakCallback",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"CheckTraceVisitor::MarkAllWeakMembersTraced",,,,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,6,2,3,3,0,0,3,3,1,5,1,1,3,3,3,3,1,0,,,,,0,,2,0,,0.50,,,,
Private Function,"CheckTraceVisitor::MarkTraced",,,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,5,1,3,1,0,0,4,2,2,3,0,0,3,2,2,3,1,1,,,,,0,,1,0,,0.20,,,,
Public Function,"CheckTraceVisitor::VisitCallExpr",,,,9,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,9,38,9,32,9,0,0,20,18,19,31,4,0,27,13,13,14,10,12,,,,,12,,2,12,,0.24,,,,
Public Function,"CheckTraceVisitor::VisitMemberExpr",,,,0,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,7,2,4,3,0,0,4,3,2,4,0,0,4,3,3,3,1,0,,,,,0,,2,0,,0.43,,,,
Public Const Function,"CheckTraceVisitor::delegates_to_traceimpl",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Function,"ChromeClassTester::BuildBannedLists",,,,16,39,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,79,16,39,1,37,24,0,0,2,1,37,37,0,0,37,1,1,1,1,0,,,,,0,,0,0,,0.62,,,,
Public Function,"ChromeClassTester::CheckTag",,,,7,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,7,23,5,20,8,0,0,9,9,12,20,4,0,16,9,9,9,9,15,,,,,15,,2,15,,0.35,,,,
Public Function,"ChromeClassTester::ChromeClassTester",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,3,1,0,0,0,8,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeClassTester::GetFilename",,,,1,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,1,11,5,7,2,0,0,7,2,6,7,3,0,4,2,2,2,1,1,,,,,0,,1,0,,0.18,,,,
Public Function,"ChromeClassTester::GetNamespace",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeClassTester::GetNamespaceImpl",,,,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,0,22,4,14,0,0,0,7,4,8,12,2,0,10,4,3,4,1,4,,,,,0,,2,0,,0.00,,,,
Public Function,"ChromeClassTester::HandleTagDeclDefinition",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeClassTester::HandleTopLevelDecl",,,,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,6,2,4,1,0,0,4,2,5,6,1,0,5,2,2,2,1,0,,,,,0,,1,0,,0.17,,,,
Public Function,"ChromeClassTester::InBannedDirectory",,,,6,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,41,6,18,3,12,8,7,2,7,6,8,15,2,1,12,6,6,8,6,6,,,,,6,,2,6,,0.44,,,,
Public Function,"ChromeClassTester::InBannedNamespace",,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,8,2,5,0,0,0,6,2,3,4,1,0,3,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Public Function,"ChromeClassTester::InImplementationFile",,,,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,2,10,2,6,0,0,0,3,3,4,6,1,0,5,3,3,5,3,2,,,,,2,,1,2,,0.00,,,,
Private Function,"ChromeClassTester::IsIgnoredType",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"ChromeClassTester::emitWarning",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,13,6,8,0,0,0,8,1,7,7,4,0,3,2,2,2,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"ChromeClassTester::~ChromeClassTester",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"CollectVisitor",0,2,0,5,20,2,1,1,1,1,2,0,2,0,1,2,0,,0,0,,,,,7,2,2,0,0,7,7,0,0,0,0,6,,27,5,20,9,9,2,0,0,,,,17,8,0,9,,,,,,2,2,3,1,,1,,,71,0.10,8,8,10,6
Public Function,"CollectVisitor::CollectVisitor",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"CollectVisitor::TraverseCXXMethodDecl",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,1,3,0,0,0,4,2,2,3,0,0,3,2,2,3,1,0,,,,,0,,1,0,,0.00,,,,
